Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap
2008-10-21,1223.75,1232.73,1181.88,1196.1,389189917,-0.0095,2,-11.53,4763302701265,607423139635110
2008-10-22,1190.5,1195.28,1095.56,1134.59,374865709,-0.051399999999999994,2,-61.51,5250109787045,576364086977200
2008-10-23,1089.57,1089.57,1028.5,1049.71,401511754,-0.0748,2,-84.88,5361377706853,533588133968250
2008-10-24,1051.58,1051.92,925.57,938.75,443157025,-0.1057,2,-110.96,5459813851436,477323771657525
2008-10-27,937.18,966.41,892.16,946.45,540707848,0.008199999999999999,1,7.7,5871935500279,481183230810045
2008-10-28,916.85,1012.73,901.49,999.16,649428807,0.0557,1,52.71,6296118991758,507841855733355
2008-10-29,1047.48,1078.33,920.35,968.97,763398333,-0.0302,2,-30.19,8290018019138,492925487791565
2008-10-30,1036.83,1094.89,992.89,1084.72,621627912,0.1195,1,115.75,7404484242302,551937615919930
2008-10-31,1083.14,1158.66,1061.46,1113.06,864749622,0.026099999999999998,1,28.34,9147276769855,566438073901115
2008-11-03,1117.13,1158.87,1109.32,1129.08,568246624,0.0144,1,16.02,7181993618677,574510849263295
2008-11-04,1135.53,1154.45,1114.41,1153.35,603572854,0.0215,1,24.27,6798275336601,586688634705970
2008-11-05,1184.92,1217.82,1159.67,1181.5,790190946,0.024399999999999998,1,28.15,7965854261085,600742673943470
2008-11-06,1133.78,1140.85,1081.79,1092.22,657625600,-0.0756,2,-89.28,5363600768802,555819652193315
2008-11-07,1054.35,1134.5,1038.72,1134.49,846308352,0.0387,1,42.27,6929645288304,577271037942475
2008-11-10,1152.26,1165.57,1124.13,1152.46,717483787,0.0158,1,17.97,7372464496921,585579197622170
2008-11-11,1133.34,1160.3,1114.5,1128.73,600725792,-0.0206,2,-23.73,5831799862136,573530672946505
2008-11-12,1103.88,1143.18,1096.63,1123.86,605657193,-0.0043,2,-4.87,5051820811967,571044100184075
2008-11-13,1074.75,1088.46,1040.34,1088.44,566758585,-0.0315,2,-35.42,5351351697715,553416773642545
2008-11-14,1126.94,1129.4,1078.44,1088.26,440485584,-0.0002,2,-0.18,5068481326198,552945921096230
2008-11-17,1074.33,1104.66,1050.4,1078.32,413383428,-0.0091,2,-9.94,4846330664305,547801136139795
2008-11-18,1053.29,1075.68,1036.1,1036.16,377419732,-0.0391,2,-42.16,4134786454282,526682685312890
2008-11-19,1038.74,1038.74,994.57,1016.82,404606587,-0.0187,2,-19.34,4218377679590,516910707396985
2008-11-20,967.46,984.51,947.44,948.69,424069906,-0.067,2,-68.13,3956358364530,482685317934390
2008-11-21,929.74,1013.12,914.02,1003.73,602106230,0.057999999999999996,1,55.04,5092689164238,510550163085295
2008-11-24,996.23,1014.49,969.49,970.14,464190804,-0.0335,2,-33.59,4778958809705,493488334074115
2008-11-25,1016.09,1029.46,966.28,983.32,486153503,0.013600000000000001,1,13.18,5425508269619,500054958254510
2008-11-26,993.07,1030.7,993.07,1029.78,515466992,0.0472,1,46.46,5155321567770,523345453142140
2008-11-27,1058.63,1070.67,1046.46,1063.48,563629560,0.0327,1,33.7,5976241430566,541176042668605
2008-11-28,1066.84,1084.03,1061.52,1076.07,555246755,0.0118,1,12.59,5186234134447,554122785674585
2008-12-01,1074.0,1083.01,1058.62,1058.62,627338210,-0.016200000000000003,2,-17.45,4672823753460,544318157241575
2008-12-02,1007.71,1038.41,1007.26,1023.2,421112282,-0.0335,2,-35.42,4093919627248,526172571200795
2008-12-03,1038.41,1038.41,1013.56,1022.67,478714655,-0.0005,2,-0.53,5310409985924,525758965654450
2008-12-04,1042.16,1042.16,997.0,1006.54,402237815,-0.0158,2,-16.13,4449876955799,517646154143415
2008-12-05,1017.48,1032.68,1008.3,1028.13,401605023,0.021400000000000002,1,21.59,3668500879041,528405266174135
2008-12-08,1041.41,1111.27,1037.64,1105.05,541792605,0.0748,1,76.92,6520366148950,567560092730625
2008-12-09,1116.09,1120.66,1092.49,1105.84,486456034,0.0007000000000000001,1,0.79,6063057644435,568129053407400
2008-12-10,1112.44,1155.08,1105.71,1145.87,562091557,0.0362,1,40.03,7535486275423,588603905585630
2008-12-11,1145.06,1166.27,1135.5,1154.43,576699619,0.0075,1,8.56,8145575749147,592682316466410
2008-12-12,1128.66,1152.99,1089.94,1103.82,622304130,-0.0438,2,-50.61,6749653376041,567048013828905
2008-12-15,1152.25,1164.72,1138.42,1158.19,485361894,0.0493,1,54.37,5850072540744,594662635717365
2008-12-16,1148.68,1165.29,1137.05,1161.56,626697437,0.0029,1,3.37,6818527182968,596015611662440
2008-12-17,1190.09,1196.37,1146.04,1169.75,647792597,0.0070999999999999995,1,8.19,6577860255083,600304131795965
2008-12-18,1183.38,1189.83,1164.6,1175.91,557762099,0.0053,1,6.16,5904836363385,603339608363380
2008-12-19,1174.24,1194.52,1171.38,1180.97,685025348,0.0043,1,5.06,5401355011900,606239201303170
2008-12-22,1189.85,1201.14,1167.63,1179.61,450639152,-0.0012,2,-1.36,5341408661656,605689080252470
2008-12-23,1168.15,1175.32,1140.13,1144.31,436408415,-0.029900000000000003,2,-35.3,4108318055362,587671844246935
2008-12-24,1140.08,1143.68,1113.17,1128.51,407844810,-0.0138,2,-15.8,3508787545355,579635401114695
2008-12-26,1128.54,1134.57,1108.86,1117.86,345548585,-0.009399999999999999,2,-10.65,3078267414086,574506025775515
2008-12-29,1109.4,1118.35,1084.26,1117.59,312516295,-0.0002,2,-0.27,2615494872220,573728866152390
2008-12-30,1124.6,1144.24,1121.32,1124.47,357926169,0.0062,1,6.88,3269662330820,576927703499465
2009-01-02,1132.87,1157.4,1118.84,1157.4,340781003,0.029300000000000003,1,32.93,4043267677630,593882523336685
2009-01-05,1180.98,1185.22,1166.66,1173.57,414759850,0.013999999999999999,1,16.17,5288645206475,602269376091140
2009-01-06,1183.52,1203.59,1179.94,1194.28,444194903,0.0176,1,20.71,5608839499720,613219053718325
2009-01-07,1198.85,1228.56,1195.2,1228.17,568555551,0.028399999999999998,1,33.89,7650756906906,630963325378875
2009-01-08,1212.7,1218.43,1195.15,1205.7,472344049,-0.0183,2,-22.47,5826334742365,619192680637035
2009-01-09,1214.5,1220.59,1179.06,1180.96,443544213,-0.020499999999999997,2,-24.74,5328416603270,607077647299620
2009-01-12,1170.69,1177.19,1150.41,1156.75,352671105,-0.020499999999999997,2,-24.21,3896401211050,594756224383895
2009-01-13,1147.99,1168.04,1133.94,1167.71,381507213,0.0095,1,10.96,4102261304330,600286827271350
2009-01-14,1161.01,1184.52,1151.8,1182.68,358877338,0.0128,1,14.97,3963837007452,607773013373905
2009-01-15,1138.47,1145.41,1108.15,1111.34,366484852,-0.0603,2,-71.34,4568785176117,571130854533900
2009-01-16,1120.69,1135.79,1109.69,1135.2,335687738,0.0215,1,23.86,4084345644318,583504824542105
2009-01-19,1146.09,1159.88,1141.31,1150.65,370319103,0.013600000000000001,1,15.45,4507860813221,591248957283285
2009-01-20,1136.16,1136.48,1115.07,1126.81,319532612,-0.0207,2,-23.84,3804185348480,579115459899650
2009-01-21,1087.43,1118.4,1085.72,1103.61,334555572,-0.0206,2,-23.2,4144996976561,567301601222785
2009-01-22,1125.22,1127.35,1106.74,1116.23,346827405,0.011399999999999999,1,12.62,4281503963400,573621673861385
2009-01-23,1105.43,1105.43,1087.66,1093.4,268188810,-0.020499999999999997,2,-22.83,3558498653213,561837803096930
2009-01-28,1123.23,1160.19,1122.33,1157.98,345266264,0.0591,1,64.58,4604520088627,595224021100070
2009-01-29,1165.82,1179.15,1160.75,1166.56,384745289,0.0074,1,8.58,4871008924722,599683085918775
2009-01-30,1147.57,1163.76,1144.52,1162.11,377035032,-0.0038,2,-4.45,3974971830159,598142080059980
2009-02-02,1145.87,1170.7,1136.37,1146.95,374571191,-0.013000000000000001,2,-15.16,4478153243799,590116782343340
2009-02-03,1152.94,1174.28,1137.83,1163.2,347702521,0.014199999999999999,1,16.25,4408618103940,598590879366190
2009-02-04,1183.22,1195.52,1176.1,1195.37,450221418,0.0277,1,32.17,5760535892381,615203194625010
2009-02-05,1187.05,1206.73,1177.88,1177.88,463562137,-0.0146,2,-17.49,5337966376450,606291154374990
2009-02-06,1199.17,1210.26,1190.67,1210.26,570791465,0.0275,1,32.38,5772617907902,623072452203885
2009-02-09,1224.44,1227.73,1199.93,1202.69,475949978,-0.0063,2,-7.57,4954661122470,619062965125130
2009-02-10,1215.05,1219.76,1186.33,1198.87,468812229,-0.0032,2,-3.82,4152908339699,617118861583395
2009-02-11,1168.42,1193.55,1162.57,1190.18,469845650,-0.0072,2,-8.69,4308985515921,612739950183000
2009-02-12,1183.68,1187.35,1162.58,1179.84,488111338,-0.0087,2,-10.34,4855673912488,607616857505975
2009-02-13,1179.63,1192.48,1165.25,1192.44,574846421,0.010700000000000001,1,12.6,4228207538106,613900971355720
2009-02-16,1183.52,1199.5,1174.73,1175.47,509491553,-0.014199999999999999,2,-16.97,4165139806970,605336624386085
2009-02-17,1167.22,1167.22,1121.41,1127.19,546440268,-0.041100000000000005,2,-48.28,4734824826065,580213796372355
2009-02-18,1111.35,1120.65,1096.0,1113.19,598230390,-0.0124,2,-14.0,4681168541360,573150765092585
2009-02-19,1109.99,1121.27,1092.96,1107.1,641510918,-0.0055000000000000005,2,-6.09,4667948519307,570020767593205
2009-02-20,1095.25,1102.44,1056.34,1065.95,587441110,-0.037200000000000004,2,-41.15,4146131408137,548645214946260
2009-02-23,1058.54,1099.55,1051.52,1099.55,396061697,0.0315,1,33.6,3870962160854,565954477790740
2009-02-24,1061.56,1071.93,1055.86,1063.88,576296442,-0.032400000000000005,2,-35.67,3891796705715,547671701829890
2009-02-25,1094.7,1095.73,1061.6,1067.08,735367970,0.003,1,3.2,4146944911370,549273990417280
2009-02-26,1077.71,1100.45,1036.67,1054.79,575092777,-0.0115,2,-12.29,4141636259413,543090954422115
2009-02-27,1056.71,1076.81,1048.05,1063.03,498308887,0.0078000000000000005,1,8.24,3595998550268,547085652272160
2009-03-02,1044.28,1044.28,1010.87,1018.81,413948907,-0.0416,2,-44.22,3359586070329,524500873388790
2009-03-03,993.85,1029.18,992.69,1025.57,543381803,0.0066,1,6.76,3647543274714,528117151033060
2009-03-04,1018.9,1062.69,1008.67,1059.26,490793960,0.0329,1,33.69,4215485457890,545366081029095
2009-03-05,1068.25,1074.56,1050.9,1058.18,509907384,-0.001,2,-1.08,4497847372393,544991651704520
2009-03-06,1036.29,1059.33,1036.29,1055.03,465730699,-0.003,2,-3.15,3507220446665,543579925864340
2009-03-09,1068.98,1077.13,1052.41,1071.73,457910874,0.0158,1,16.7,3449749284945,552232690326180
2009-03-10,1060.61,1096.59,1060.61,1092.2,614109095,0.0191,1,20.47,4886460316585,562577075452815
2009-03-11,1122.91,1127.88,1118.12,1127.51,574391023,0.0323,1,35.31,5655537474305,580653557740105
2009-03-12,1126.6,1132.3,1107.6,1128.39,536880520,0.0008,1,0.88,7180128762264,581016566295305
2009-03-13,1137.35,1147.83,1124.71,1126.03,506177084,-0.0021,2,-2.36,5465240463570,580074111245910
2009-03-16,1126.09,1142.58,1119.33,1125.46,436008795,-0.0005,2,-0.57,4429944410000,579734299327430
2009-03-17,1140.32,1166.6,1132.75,1163.88,726952935,0.0341,1,38.42,5807735987096,599156031439125
2009-03-18,1176.86,1176.86,1157.11,1169.95,520429465,0.0052,1,6.07,5049229224353,602282676438170
2009-03-19,1180.39,1186.91,1158.19,1161.81,532575707,-0.006999999999999999,2,-8.14,5122645308175,598135589650715
2009-03-20,1165.03,1180.38,1163.59,1170.94,374670523,0.0079,1,9.13,4228854577584,603001747367595
2009-03-23,1179.6,1201.23,1179.13,1199.5,461575648,0.024399999999999998,1,28.56,4749377009574,617589969731525
2009-03-24,1225.94,1225.94,1205.08,1221.7,512523940,0.018500000000000003,1,22.2,5895005092469,629021225585440
2009-03-25,1216.29,1229.02,1211.2,1229.02,495050890,0.006,1,7.32,5114727660614,632819889753895
2009-03-26,1226.51,1243.97,1216.49,1243.8,588056328,0.012,1,14.78,5897684396387,640525330308375
